,Unnamed: 0,Word,3singular,Present Participle,Simple Past,Past Participle,Word_uk,Word_ru,ru_I,ru_they,ru_we,ru_you_vu,ru_you_tu,ru_3s,uk_I,uk_they,uk_we,uk_you_vu,uk_you_tu,uk_3s
817,818,bang,bangs,banging,banged,banged,чубчик,хлопнуть,бью,стучат,трахаемся,трахаешься,бах,взорвалась,б'ю,стукають,трахкаємо,трахаєш,бах,вибухнула
818,819,outline,outlines,outlining,outlined,outlined,контур,контур,обрисовываю,обрисовывают,обрисовываем,наброски,план,обрисовывает,описую,описують,описуємо,начерки,план,описує
819,820,diminish,diminishes,diminishing,diminished,diminished,зменшуватися,уменьшить,уменьшаю,уменьшаются,уменьшаем,уменьшаете,уменьшаешь,уменьшается,зменшую,зменшуються,зменшуємо,зменшуєте,зменшуєш,зменшується
820,821,prevail,prevails,prevailing,prevailed,prevailed,переважати,преобладать,побеждаю,преобладают,побеждаем,преобладаете,преобладаешь,преобладает,перемагаю,переважають,перемагаємо,переважаєте,переважаєш,переважає
821,822,leap,leaps,leaping,leaped,leaped,стрибок,прыгнуть,прыгаю,прыгают,прыгаем,прыгаете,прыгаешь,прыгает,стрибаю,стрибають,стрибаємо,стрибаєте,стрибаєш,стрибає
822,823,wrap,wraps,wrapping,wrapped,wrapped,загорнути,сворачивать,заворачиваю,обертывают,заворачиваем,заворачиваете,оборачиваешь,обертывает,завертаю,обгортають,завертаємо,завертаєте,обертаєш,обгортає
823,824,compromise,compromises,compromising,compromised,compromised,компроміс,компромисс,иду,идут,идем,идете,компромисс,идет,йду,йдуть,йдемо,йдете,компроміс,йде
824,825,collapse,collapses,collapsing,collapsed,collapsed,колапс,крах,рухнул,разрушаются,рушимся,коллапс,рухнул,рушится,впав,руйнуються,рушимося,колапс,звалився,руйнується
825,826,safeguard,safeguards,safeguarding,safeguarded,safeguarded,захист,охранять,охраняю,охраняют,охраняем,охраняете,защищаешь,охраняет,охороняю,охороняють,охороняємо,охороняєте,захищаєш,охороняє
826,827,inhibit,inhibits,inhibiting,inhibited,inhibited,гальмувати,запрещать,запрещаю,тормозят,запрещаем,запрещаете,запрещаешь,тормозит,забороняю,гальмують,забороняємо,забороняєте,забороняєш,гальмує
827,828,scream,screams,screaming,screamed,screamed,кричати,крик,кричу,кричат,кричим,кричишь,кричишь,кричит,кричу,кричать,кричимо,кричиш,кричиш,кричить
828,829,date,dates,dating,dated,dated,дата,дата,встречаюсь,встречаются,встречаемся,встречаетесь,встречаешься,встречается,зустрічаюся,зустрічаються,зустрічаємося,зустрічаєтеся,зустрічаєшся,зустрічається
829,830,delete,deletes,deleting,deleted,deleted,видалити,удалить,удаляю,удаляют,удаляем,удаляете,удаляешь,удаляет,видаляю,видаляють,видаляємо,видаляєте,видаляєш,видаляє
830,831,attain,attains,attaining,attained,attained,досягти,достичь,достигаю,достигают,достигаем,достигаете,достиг,достигает,досягаю,досягають,досягаємо,досягаєте,досяг,досягає
831,832,dislike,dislikes,disliking,disliked,disliked,неприязнь,не нравится,не,не,не,не,не,не,не,не,не,не,не,не
832,833,conceive,conceives,conceiving,conceived,conceived,зачати,зачать,понимаю,зачинают,задумали,понимаете,зачинаешь,зачинает,розумію,зачинають,задумали,розумієте,починаєш,зачинає
833,834,shine,shines,shining,shone,shone,блиск,светить,сияю,сияют,сияем,сияешь,сияешь,сияет,сяю,сяють,сяємо,сяєш,сяєш,сяє
834,835,dictate,dictates,dictating,dictated,dictated,диктувати,диктовать,диктую,диктуют,диктуем,диктуете,диктуешь,диктует,диктую,диктують,диктуємо,диктуєте,диктуєш,диктує
835,836,unite,unites,uniting,united,united,об'єднати,объединяться,объединяю,объединяются,объединяемся,объединяетесь,объединяйся,объединяет,об'єдную,об'єднуються,об'єднуємося,об'єднуєтеся,об'єднуйся,об'єднує
836,837,import,imports,importing,imported,imported,імпорт,Импортировать,импортирую,импортируют,импортируем,импортируете,импорт,импортирует,імпортую,імпортують,імпортуємо,імпортуєте,імпорт,імпортує
837,838,spring,springs,springing,sprang,sprung,весна,весна,весна,прыгают,весной,весна,весна,пружинит,весна,стрибають,навесні,весна,весна,пружинить
838,839,rebuild,rebuilds,rebuilding,rebuilt,rebuilt,перебудувати,восстановить,восстанавливаю,перестраивают,восстанавливаем,перестраиваете,перестраиваешь,восстанавливает,відновлюю,перебудовують,відновлюємо,перебудовуєте,перебудовуєш,відновлює
839,840,flourish,flourishes,flourishing,flourished,flourished,процвітати,процветать,процветаю,процветают,процветаем,процветаете,процветаешь,процветает,процвітаю,процвітають,процвітаємо,процвітаєте,процвітаєш,процвітає
840,841,criticise,criticises,criticising,criticised,criticised,критикувати,критиковать,критикую,критикуют,критикуем,критикуете,критикуешь,критикует,критикую,критикують,критикуємо,критикуєте,критикуєш,критикує
841,842,boil,boils,boiling,boiled,boiled,кип'ятити,кипятить,варю,кипятят,кипятим,варите,кипятишь,кипит,варю,кип'ятять,кип'ятимо,варите,кип'ятиш,кипить
842,843,flee,flees,fleeing,fled,fled,тікати,бежать,бегу,бегут,бежим,бежите,бежишь,бежит,бігу,біжать,біжимо,біжіть,біжиш,біжить
843,844,commence,commences,commencing,commenced,commenced,почати,начинать,начинаю,начинают,начинаем,начинаете,начинаешь,начинает,починаю,починають,починаємо,починаєте,починаєш,починає
844,845,praise,praises,praising,praised,praised,похвала,хвалить,хвалю,хвалят,хвалим,хвалите,хвалишь,хвалит,хвалю,хвалять,хвалимо,хвалите,хвалиш,хвалить
845,846,draft,drafts,drafting,drafted,drafted,проект,черновик,черновик,проектируют,проектируем,черновик,черновик,рисует,чернетка,проектують,проектуємо,чернетка,чернетка,малює
846,847,park,parks,parking,parked,parked,парк,парк,паркуюсь,паркуются,паркуемся,паркуетесь,парк,паркуется,паркуюсь,паркуються,паркуємось,паркуєтеся,парк,паркується
847,848,discriminate,discriminates,discriminating,discriminated,discriminated,дискримінувати,различать,различаю,различают,различаем,различаете,различаешь,различает,розрізняю,розрізняють,розрізняємо,розрізняєте,розрізняєш,розрізняє
848,849,track,tracks,tracking,tracked,tracked,трек,отслеживать,отслеживаю,отслеживают,отслеживаем,отслеживаете,трек,отслеживает,відстежую,відстежують,відстежуємо,відстежуєте,трек,відстежує
849,850,enclose,encloses,enclosing,enclosed,enclosed,укладати,заключать,прилагаю,заключают,заключаем,заключаете,заключаешь,заключает,докладаю,укладають,укладаємо,укладаєте,укладаєш,укладає
850,851,interview,interviews,interviewing,interviewed,interviewed,інтерв'ю,интервью,беру,берут,берем,интервью,интервью,берет,беру,беруть,беремо,інтерв'ю,інтерв'ю,бере
851,852,tighten,tightens,tightening,tightened,tightened,затягнути,затягивать,затягиваю,затягивают,затягиваем,затягиваете,напрягся,подтягивает,затягую,затягують,затягуємо,затягуєте,напружився,підтягує
852,853,price,prices,pricing,priced,priced,ціна,цена,цена,оценивают,оцениваем,цена,цена,цены,ціна,оцінюють,оцінюємо,ціна,ціна,ціни
853,854,colour,colours,colouring,coloured,coloured,колір,цвет,цвет,окрашивают,раскрашиваем,цвет,цвет,раскрашивает,колір,фарбують,розмальовуємо,колір,колір,розмальовує
854,855,venture,ventures,venturing,ventured,ventured,підприємство,риск,рискну,рискуют,рискуем,рискуете,рискуешь,рискует,ризикну,ризикують,ризикуємо,ризикуєте,ризикуєш,ризикує
855,856,speculate,speculates,speculating,speculated,speculated,спекулювати,спекулировать,размышляю,размышляют,спекулируем,размышляете,спекулируешь,размышляет,розмірковую,розмірковують,спекулюємо,розмірковуєте,спекулюєш,розмірковує
856,857,depart,departs,departing,departed,departed,відправлятися,отходить,ухожу,уходят,отправляемся,уходите,уходишь,уходит,йду,йдуть,вирушаємо,йдіть,йдеш,йде
857,858,bury,buries,burying,buried,buried,поховати,хоронить,хороню,хоронят,хороним,хороните,хоронишь,хоронит,ховаю,ховають,ховаємо,ховаєте,ховаєш,ховає
858,859,interrupt,interrupts,interrupting,interrupted,interrupted,переривати,прерывать,прерываю,прерывают,прерываем,прерываете,прерываешь,прерывает,перериваю,переривають,перериваємо,перериваєте,перериваєш,перериває
859,860,disguise,disguises,disguising,disguised,disguised,маскування,маскировка,маскирую,маскируют,маскируем,маскируете,маскируешь,маскирует,маскую,маскують,маскуємо,маскуєте,маскуєш,маскує
860,861,elect,elects,electing,elected,elected,обраний,избирать,выбираю,выбирают,выбираем,выбираете,выбрал,выбирает,обираю,обирають,вибираємо,вибираєте,вибрав,обирає
861,862,withstand,withstands,withstanding,withstood,withstood,витримати,выдержать,выдерживаю,выдерживают,выдерживаем,выдерживаете,выдерживаешь,выдерживает,витримую,витримують,витримуємо,витримуєте,витримуєш,витримує
862,863,discharge,discharges,discharging,discharged,discharged,розрядка,увольнять,выписываю,разряжаются,разряжаем,разряжаете,разряжаешься,разряжается,виписую,розряджаються,розряджаємо,розряджаєте,розряджаєшся,розряджається
863,864,restrain,restrains,restraining,restrained,restrained,стримувати,сдерживать,сдерживаю,сдерживают,сдерживаем,сдерживаете,сдерживаешь,сдерживает,стримую,стримують,стримуємо,стримуєте,стримуєш,стримує
864,865,thrive,thrives,thriving,throve,thriven,процвітати,процветать,процветаю,процветают,процветаем,процветаете,процветаешь,процветает,процвітаю,процвітають,процвітаємо,процвітаєте,процвітаєш,процвітає
865,866,echo,echoes,echoing,echoed,echoed,луна,эхо,эхом,эхом,эхом,эхо,эхо,вторит,луною,луною,луною,луна,луна,вторить
866,867,divert,diverts,diverting,diverted,diverted,відволікати,отвлечь,отвлекаю,отвлекают,отвлекаем,отвлекаете,отвлекаешь,отвлекает,відволікаю,відволікають,відволікаємо,відволікаєте,відволікаєш,відволікає
867,868,fry,fries,frying,fried,fried,смажити,жарить,жарю,жарят,жарим,жарите,жаришь,жарит,смажу,смажать,смажимо,смажите,смажиш,смажить
868,869,dissolve,dissolves,dissolving,dissolved,dissolved,розчинити,растворяться,растворяюсь,растворяются,растворяемся,растворяетесь,растворяешься,растворяется,розчиняюся,розчиняються,розчиняємось,розчиняєтеся,розчиняєшся,розчиняється
869,870,edit,edits,editing,edited,edited,редагувати,редактировать,редактирую,редактируют,редактируем,редактируете,редактируешь,редактирует,редагую,редагують,редагуємо,редагуєте,редагуєш,редагує
870,871,assemble,assembles,assembling,assembled,assembled,зібрати,собрать,собираю,собираются,собираем,собираете,собираешься,собирает,збираю,збираються,збираємо,збираєте,збираєшся,збирає
871,872,ruin,ruins,ruining,ruined,ruined,руїна,разорение,разрушаю,разрушают,разрушаем,губите,губишь,разрушает,руйную,руйнують,руйнуємо,губите,губиш,руйнує
872,873,accelerate,accelerates,accelerating,accelerated,accelerated,прискорити,ускорить,ускоряюсь,ускоряют,ускоряемся,ускоряетесь,ускоряешься,ускоряется,прискорююсь,прискорюють,прискорюємося,прискорюєтеся,прискорюєшся,прискорюється
873,874,envisage,envisages,envisaging,envisaged,envisaged,передбачати,предусматривать,предполагаю,предусматривают,предполагаем,предвидите,предвидишь,предусматривает,припускаю,передбачають,припускаємо,передбачаєте,передбачаєш,передбачає
874,875,congratulate,congratulates,congratulating,congratulated,congratulated,привітати,поздравлять,поздравляю,поздравляют,поздравляем,поздравляете,поздравляешь,поздравляет,вітаю,вітають,вітаємо,вітаєте,вітаєш,вітає
875,876,retrieve,retrieves,retrieving,retrieved,retrieved,отримати,забрать,получаю,извлекают,извлекаем,извлекаете,извлекаешь,извлекает,отримую,витягують,витягаємо,витягуєте,витягаєш,витягує
876,877,descend,descends,descending,descended,descended,спускатися,спускаться,спускаюсь,спускаются,спускаемся,спускаетесь,спускаешься,спускается,спускаюсь,спускаються,спускаємось,спускаєтеся,спускаєшся,спускається
877,878,suspend,suspends,suspending,suspended,suspended,призупинити,приостановить,приостанавливаю,приостанавливают,приостанавливаем,приостанавливаете,приостанавливаешь,приостанавливает,зупиняю,зупиняють,зупиняємо,зупиняєте,зупиняєш,зупиняє
878,879,experiment,experiments,experimenting,experimented,experimented,експеримент,эксперимент,экспериментирую,экспериментируют,экспериментируем,эксперимент,эксперимент,экспериментирует,експериментую,експериментують,експериментуємо,експеримент,експеримент,експериментує
879,880,ship,ships,shipping,shipped,shipped,корабель,корабль,гружу,отправляют,отправляем,отправляете,корабль,отправляет,завантажую,відправляють,відправляємо,відправляєте,корабель,відправляє
880,881,frighten,frightens,frightening,frightened,frightened,налякати,пугать,пугаю,пугают,пугаем,пугаешь,пугаешь,пугает,лякаю,лякають,лякаємо,лякаєш,лякаєш,лякає
881,882,fool,fools,fooling,fooled,fooled,дурень,дурак,дурак,дурят,дурачимся,дурак,дурак,дурачит,дурень,дурять,дурімо,дурень,дурень,дурить
882,883,inspire,inspires,inspiring,inspired,inspired,надихати,вдохновлять,вдохновляю,вдохновляют,вдохновляем,вдохновляете,вдохновляешь,вдохновляет,надихаю,надихають,надихаємо,надихаєте,надихаєш,надихає
883,884,heal,heals,healing,hole,holen,зцілити,лечить,лечу,исцеляют,лечим,исцеляете,исцеляешь,исцеляет,лечу,зцілюють,лікуємо,зцілюєте,зцілюєш,зцілює
884,885,master,masters,mastering,mastered,mastered,майстер,владелец,мастер,осваивают,осваиваем,мастер,хозяин,осваивает,майстер,освоюють,освоюємо,майстер,господар,освоює
885,886,terminate,terminates,terminating,terminated,terminated,припинити,прекращать,заканчиваю,прекращают,прекращаем,прекращаете,прекращаешь,заканчивает,закінчую,припиняють,припиняємо,припиняєте,припиняєш,закінчує
886,887,amend,amends,amending,amended,amended,змінити,исправлять,исправляю,вносят,исправляем,исправляете,исправляешь,исправляет,виправляю,вносять,виправляємо,виправляєте,виправляєш,виправляє
887,888,scratch,scratches,scratching,scratched,scratched,подряпина,царапать,царапаю,царапают,царапаем,царапаешь,царапаешь,царапается,дряпаю,дряпають,дряпаємо,дряпаєш,дряпаєш,дряпається
888,889,embark,embarks,embarking,embarked,embarked,рушати на борт,садиться,отправляюсь,отправляются,отправляемся,садитесь,садишься,отправляется,вирушаю,вирушають,вирушаємо,сідайте,сідаєш,вирушає
889,890,entail,entails,entailing,entailed,entailed,тягне за собою,влечет за собой,влеку,влекут,влечем,влечете,влечешь,влечет,ваблю,тягнуть,вабимо,тягнете,вабиш,тягне
890,891,execute,executes,executing,executed,executed,виконувати,выполнять,исполняю,казнят,выполняем,выполняете,казнишь,казнит,виконую,страчують,виконуємо,виконуєте,страчуєш,стратить
891,892,consolidate,consolidates,consolidating,consolidated,consolidated,консолідувати,консолидировать,консолидирую,консолидируют,консолидируем,консолидируете,консолидируешь,объединяет,консолідую,консолідують,консолідуємо,консолідуєте,консолідуєш,об'єднує
892,893,cash,cashes,cashing,cashed,cashed,готівкою,наличные,наличными,обналичивают,обналичиваем,наличные,наличными,обналичивает,готівкою,переводили,переводимо,готівка,готівкою,переводить
893,894,round,rounds,rounding,rounded,rounded,круглий,круглый,круглый,округляются,округляем,круглый,круглый,округляет,круглий,округляються,округляємо,круглий,круглий,округляє
894,895,isolate,isolates,isolating,isolated,isolated,ізолювати,изолировать,изолирую,изолируют,изолируем,изолируете,изолируешь,изолирует,ізолюю,ізолюють,ізолюємо,ізолюєте,ізолюєш,ізолює
895,896,warrant,warrants,warranting,warranted,warranted,ордер,ордер,гарантирую,гарантируют,гарантируем,гарантируете,ордер,гарантирует,гарантую,гарантують,гарантуємо,гарантуєте,ордер,гарантує
896,897,signal,signals,signalling,signalled,signalled,сигнал,сигнал,сигнализирую,сигнализируют,сигнализируем,сигнал,сигнал,сигнализирует,сигналізую,сигналізують,сигналізуємо,сигнал,сигнал,сигналізує
897,898,weaken,weakens,weakening,weakened,weakened,слабшають,ослабить,слабею,ослабляют,ослабляем,ослабляете,ослабляешь,ослабевает,слабшаю,послаблюють,послаблюємо,послаблюєте,послаблюєш,слабшає
898,899,pin,pins,pinning,pinned,pinned,шпилька,приколоть,прикалываю,прикалывают,прикрепляем,прикалываете,булавка,прикалывает,приколюю,приколюють,прикріплюємо,приколюєте,шпилька,приколює
899,900,march,marches,marching,marched,marched,марш,маршировать,иду,маршируют,маршируем,марш,марш,марширует,йду,марширують,маршируємо,марш,марш,марширує
900,901,desire,desires,desiring,desired,desired,бажання,желание,желаю,желают,желаем,желаете,хочешь,желает,бажаю,бажають,бажаємо,бажаєте,хочеш,бажає
901,902,widen,widens,widening,widened,widened,розширити,расширить,расширяю,расширяются,расширяем,расширяете,расширяешь,расширяется,розширюю,розширюються,розширюємо,розширюєте,розширюєш,розширюється
902,903,level,levels,leveling,leveled,leveled,рівень,уровень,уровень,выравнивают,выравниваем,уровень,уровень,выравнивает,рівень,вирівнюють,вирівнюємо,рівень,рівень,вирівнює
903,904,chat,chats,chatting,chatted,chatted,чат,чат,переписываюсь,болтают,WeChat,болтаете,болтаешь,болтает,листуюсь,базікають,WeChat,базікаєте,балакаєш,базікає
904,905,board,boards,boarding,boarded,boarded,дошка,доска,борт,садятся,садимся,доска,доска,доски,борт,сідають,сідаємо,дошка,дошка,дошки
905,906,contend,contends,contending,contended,contended,сперечатися,спорить,утверждаю,спорят,утверждаем,утверждаете,утверждаешь,утверждает,стверджую,сперечаються,стверджуємо,стверджуєте,стверджуєш,стверджує
906,907,invent,invents,inventing,invented,invented,винаходити,изобретать,изобретаю,изобретают,изобретаем,изобретаете,изобретаешь,изобретает,винаходжу,винаходять,винаходимо,винайдете,винаходиш,винаходить
907,908,resource,resources,resourcing,resourced,resourced,ресурс,ресурс,ресурс,ресурс,ресурс,ресурс,ресурс,ресурсы,ресурс,ресурс,ресурс,ресурс,ресурс,ресурси
908,909,manufacture,manufactures,manufacturing,manufactured,manufactured,виробництво,производство,произвожу,производят,производим,производите,производишь,производит,роблю,виробляють,виробляємо,робите,виробляєш,виробляє
909,910,seal,seals,sealing,sealed,sealed,печатка,тюлень,печать,запечатывают,запечатываем,печать,печать,запечатывает,друк,запечатують,запечатуємо,друк,друк,запечатує
910,911,reconsider,reconsiders,reconsidering,reconsidered,reconsidered,переглянути,пересмотреть,пересматриваю,пересматривают,пересматриваем,пересматриваете,передумаешь,пересматривает,переглядаю,переглядають,переглядаємо,переглядаєте,передумаєш,переглядає
911,912,picture,pictures,picturing,pictured,pictured,картина,картина,представляю,изображают,рисуем,картина,картинка,картинки,уявляю,зображають,малюємо,картина,картинка,картинки
912,913,crash,crashes,crashing,crashed,crashed,аварія,крушение,разбиваюсь,разбиваются,разбиваемся,терпите,разбился,разбивается,розбиваюся,розбиваються,розбиваємось,терпите,розбився,розбивається
913,914,transport,transports,transporting,transported,transported,транспорт,транспорт,перевожу,перевозят,перевозим,транспорт,транспорт,перевозит,перекладаю,перевозять,перевозимо,транспорт,транспорт,перевозить
914,915,plug,plugs,plugging,plugged,plugged,вилка,затыкать,подключаю,подключают,подключаем,подключаете,подключи,подключает,підключаю,підключають,підключаємо,підключаєте,підключи,підключає
915,916,assign,assigns,assigning,assigned,assigned,призначити,назначать,назначаю,назначают,веб-назначение,назначаете,назначаешь,назначает,призначаю,призначають,веб-призначення,призначаєте,призначаєш,призначає
916,917,enquire,enquires,enquiring,enquired,enquired,запитати,спрашивать,спрашиваю,спрашивают,спрашиваем,спрашиваете,спрашиваешь,спрашивает,питаю,запитують,запитуємо,питаєте,питаєш,запитує
917,918,campaign,campaigns,campaigning,campaigned,campaigned,кампанія,кампания,агитирую,проводят,проводим,кампания,кампания,проводит,агітую,проводять,проводимо,кампанія,кампанія,проводить
918,919,trap,traps,trapping,trapped,trapped,пастка,ловушка,ловлю,ловушка,ловим,ловушка,ловушка,ловушки,ловлю,пастка,ловимо,пастка,пастка,пастки
919,920,surround,surrounds,surrounding,surrounded,surrounded,оточують,окружать,окружаю,окружают,окружаем,окружаете,окружаешь,окружает,оточую,оточують,оточуємо,оточуєте,оточуєш,оточує
920,921,debate,debates,debating,debated,debated,дебати,дебаты,спорю,обсуждают,обсуждаем,спорите,споришь,обсуждает,сперечаюся,обговорюють,обговорюємо,сперечаєтеся,сперечаєшся,обговорює
921,922,upgrade,upgrades,upgrading,upgraded,upgraded,оновлення,обновление,обновляю,обновляют,обновляем,обновляете,обновляешь,обновляет,оновлюю,оновлюють,оновлюємо,оновлюєте,оновлюєш,оновлює
922,923,decorate,decorates,decorating,decorated,decorated,прикрашати,украшать,украшаю,украшают,украшаем,украшаете,украшаешь,украшает,прикрашаю,прикрашають,прикрашаємо,прикрашаєте,прикрашаєш,прикрашає
923,924,confer,confers,conferring,conferred,conferred,радитися,даровать,даю,присуждают,даруем,совещаетесь,совещаешься,дает,даю,присуджують,даруємо,радитеся,радишся,дає
924,925,accumulate,accumulates,accumulating,accumulated,accumulated,накопичувати,накапливать,накапливаю,накапливаются,накапливаем,накапливаете,накапливаешь,накапливает,накопичую,накопичуються,накопичуємо,накопичуєте,накопичуєш,накопичує
925,926,profit,profits,profiting,profited,profited,прибуток,выгода,получаю,получают,получаем,прибыль,прибыль,получает,отримую,отримують,отримуємо,прибуток,прибуток,отримує
926,927,file,files,filing,filed,filed,файл,файл,файл,файл,подаем,файл,файл,файлы,файл,файл,подаємо,файл,файл,файли
927,928,inherit,inherits,inheriting,inherited,inherited,успадкувати,наследовать,наследую,наследуют,наследуем,наследуете,наследуешь,наследует,наслідую,успадкують,успадковуємо,успадкуєте,успадкуєш,успадковує
928,929,disrupt,disrupts,disrupting,disrupted,disrupted,порушити,нарушать,нарушаю,нарушают,разрушаем,нарушаете,нарушаешь,мешает,порушую,порушують,руйнуємо,порушуєте,порушуєш,заважає
929,930,contrast,contrasts,contrasting,contrasted,contrasted,контраст,контраст,противопоставляю,контрастируют,противопоставляем,контраст,контраст,контрастирует,протиставляю,контрастують,протиставляємо,контраст,контраст,контрастує
930,931,chuck,chucks,chucking,chucked,chucked,патрон,патрон,бросаю,бросают,бросаем,патрон,патрон,бросает,кидаю,кидають,кидаємо,патрон,патрон,кидає
931,932,tick,ticks,ticking,ticked,ticked,галочка,галочка,отмечаю,тикают,ставим,галочку,ставишь,тикает,відзначаю,цокають,ставимо,галочку,ставиш,цокає
932,933,plead,pleads,pleading,pleaded,pleaded,благати,умолять,умоляю,умоляют,умоляем,умоляете,умоляешь,умоляет,благаю,благають,благаємо,благаєте,благаєш,благає
933,934,dip,dips,dipping,dipped,dipped,занурити,окунать,окунаю,окунаются,опускаемся,опускаетесь,купаешься,окунается,занурюю,занурюються,опускаємось,опускаєтеся,купаєшся,занурюється
934,935,subscribe,subscribes,subscribing,subscribed,subscribed,підписатися,подписаться,подписываюсь,подписываются,подписываемся,подписываетесь,подписан,подписывается,підписуюсь,підписуються,підписуємося,підписуєтеся,підписано,підписується
935,936,educate,educates,educating,educated,educated,виховувати,воспитывать,обучаю,обучают,обучаем,обучаете,воспитываешь,воспитывает,навчаю,навчають,навчаємо,навчаєте,виховуєш,виховує
936,937,divorce,divorces,divorcing,divorced,divorced,розлучення,развод,развожусь,разводятся,разводимся,развод,развод,разводится,розлучаюсь,розлучаються,розлучаємося,розлучення,розлучення,розлучається
937,938,spin,spins,spinning,spun,spun,спина,вращаться,вращаюсь,вращаются,крутим,крутите,крутишься,крутится,обертаюся,обертаються,крутимо,крутіть,крутишся,крутиться
938,939,row,rows,rowing,rowed,rowed,рядок,ряд,гребу,гребут,гребем,ряд,гребешь,гребет,гребу,гребуть,гребемо,ряд,гребеш,гребе
939,940,obscure,obscures,obscuring,obscured,obscured,незрозумілий,затемнять,скрываю,затемняют,скрываем,затемняете,неясный,затемняет,приховую,затемняють,приховуємо,затемнюєте,неясний,затемняє
940,941,creep,creeps,creeping,crept,crept,повзучість,слизняк,ползу,ползают,ползаем,ползешь,ползаешь,ползает,повзу,повзають,повзаємо,повзеш,повзаєш,повзає
941,942,interest,interests,interesting,interested,interested,інтерес,интерес,интересуюсь,интересны,заинтересованы,интересуетесь,интересуешься,интересует,цікавлюсь,цікаві,зацікавлені,цікавитеся,цікавишся,цікавить
942,943,overlook,overlooks,overlooking,overlooked,overlooked,пропускати,игнорировать,не,упускают,упускаем,упускаете,упускаешь,не,не,втрачають,втрачаємо,втрачаєте,упускаєш,не
943,944,twist,twists,twisting,twisted,twisted,крутити,крутить,скручиваю,крутят,крутим,крутите,крутишь,крутит,скручую,крутять,крутимо,крутіть,крутиш,крутить
944,945,mature,matures,maturing,matured,matured,зрілий,зрелый,взрослею,созревают,взрослеем,зрелый,зрелый,взрослеет,дорослішаю,дозрівають,дорослішаємо,зрілий,зрілий,дорослішає
945,946,blend,blends,blending,blended,blended,суміш,смешивать,смешиваю,смешиваются,смешиваем,смешиваете,смесь,смешивает,змішую,змішуються,змішуємо,змішуєте,суміш,змішує
946,947,revise,revises,revising,revised,revised,переглянути,исправлять,пересматриваю,пересматривают,пересматриваем,пересматриваете,пересматриваешь,пересматривает,переглядаю,переглядають,переглядаємо,переглядаєте,переглядаєш,переглядає
947,948,attribute,attributes,attributing,attributed,attributed,атрибут,атрибут,приписываю,приписывают,приписываем,атрибут,атрибут,приписывает,приписую,приписують,приписуємо,атрибут,атрибут,приписує
948,949,explode,explodes,exploding,exploded,exploded,вибухнути,взорваться,взрываюсь,взрываются,взрываемся,взрываетесь,взрываешься,взрывается,вибухаю,вибухають,вибухаємо,вибухаєте,вибухаєш,вибухає
949,950,dwell,dwells,dwelling,dwelt,dwelt,зупинятися,жить,живу,живут,живем,живете,живешь,обитает,живу,живуть,живемо,живете,живеш,мешкає
950,951,drown,drowns,drowning,drowned,drowned,потонути,тонуть,тону,тонут,тонем,тонете,утонешь,тонет,потопаю,тонуть,тонемо,тонете,потонеш,тоне
951,952,alleviate,alleviates,alleviating,alleviated,alleviated,полегшити,облегчить,облегчаю,облегчают,облегчаем,облегчаете,облегчаешь,облегчает,полегшую,полегшують,полегшуємо,полегшуєте,полегшуєш,полегшує
952,953,strip,strips,stripping,stripped,stripped,смужка,полоска,раздеваюсь,раздеваются,раздеваемся,раздеваетесь,раздеваешься,раздевается,роздягаюсь,роздягаються,роздягаємось,роздягаєтеся,роздягаєшся,роздягається
953,954,grade,grades,grading,graded,graded,клас,оценка,оцениваю,оценивают,оцениваем,оцениваете,класс,оценивает,оцінюю,оцінюють,оцінюємо,оцінюєте,клас,оцінює
954,955,revert,reverts,reverting,reverted,reverted,повернути,возвращаться,возвращаюсь,возвращаются,возвращаемся,возвращаетесь,возвращаешься,возвращается,повертаюся,повертаються,повертаємось,повертаєтеся,повертаєшся,повертається
955,956,value,values,valuing,valued,valued,значення,ценить,ценю,ценят,ценим,значение,ценишь,ценит,ціную,цінують,цінуємо,значення,цінуєш,цінує
956,957,award,awards,awarding,awarded,awarded,премія,награда,награждаю,награждают,награждаем,наградите,награда,награждает,нагороджую,нагороджують,нагороджуємо,нагородите,нагорода,нагороджує
957,958,strive,strives,striving,strove,striven,прагнути,стремиться,стремлюсь,стремятся,стремимся,стремитесь,стремишься,стремится,прагну,прагнуть,прагнемо,прагнете,прагнеш,прагне
958,959,notify,notifies,notifying,notified,notified,повідомити,поставить в известность,уведомляю,уведомляют,уведомляем,уведомляете,уведомляешь,уведомляет,повідомляю,повідомляють,повідомляємо,повідомляєте,повідомляєш,повідомляє
959,960,remedy,remedies,remedying,remedied,remedied,засіб правового захисту,средство,исправляю,исправляют,исправляем,средство,средство,лечит,виправляю,виправляють,виправляємо,засіб,засіб,лікує
960,961,accuse,accuses,accusing,accused,accused,звинувачувати,обвинять,обвиняю,обвиняют,обвиняем,обвиняете,обвиняешь,обвиняет,звинувачую,звинувачують,звинувачуємо,звинувачуєте,звинувачуєш,звинувачує
961,962,instruct,instructs,instructing,instructed,instructed,інструктувати,инструктировать,инструктирую,инструктируют,инструктируем,инструктируете,инструктируешь,инструктирует,інструктую,інструктують,інструктуємо,інструктуєте,інструктуєш,інструктує
962,963,spill,spills,spilling,spilled,spilled,розлив,проливать,разливаю,проливают,разливаем,разливаете,разливаешь,проливает,розливаю,проливають,розливаємо,розливаєте,розливаєш,проливає
